date;currency_code;name;local_price;dollar_ex;dollar_price
01/04/2002;CHF;Switzerland;6.3;1;6.3
01/04/2002;TWD;Taiwan;70.0;34;2.06
01/04/2002;THB;Thailand;55.0;43;1.28
01/04/2002;TRY;Turkey;4000000.0;1324500;3.02
01/04/2002;USD;United States;2.35;1;2.35
01/04/2002;VEF;Venezuela;2500.0;857;2.92
01/04/2003;ARS;Argentina;4.1;2;2.05
01/04/2003;AUD;Australia;3.0;1;3.0
01/04/2003;BRL;Brazil;4.55;3;1.52
01/04/2003;GBP;Britain;1.99;1;1.99
01/04/2003;CAD;Canada;3.2;1;3.2
01/04/2003;CLP;Chile;1400.0;716;1.96
01/04/2003;CNY;China;9.9;8;1.24
01/04/2003;CZK;Czech Republic;56.57;28;2.02
01/04/2003;DKK;Denmark;27.75;6;4.62
01/04/2003;EGP;Egypt;8.0;5;1.6
01/04/2003;EUR;Euro area;2.71;1;2.71
01/04/2003;HKD;Hong Kong;11.5;7;1.64
01/04/2003;HUF;Hungary;490.0;224;2.19
01/04/2003;IDR;Indonesia;16100.0;8740;1.84
01/04/2003;JPY;Japan;262.0;120;2.18
01/04/2003;MYR;Malaysia;5.04;3;1.68
01/04/2003;MXN;Mexico;23.0;10;2.3
01/04/2003;NZD;New Zealand;3.95;1;3.95
01/04/2003;PEN;Peru;7.9;3;2.63
01/04/2003;PHP;Philippines;65.0;52;1.25
01/04/2003;PLN;Poland;6.3;3;2.1
01/04/2003;RUB;Russia;41.0;31;1.32
01/04/2003;SGD;Singapore;3.3;1;3.3
01/04/2003;ZAR;South Africa;13.95;7;1.99
01/04/2003;KRW;South Korea;3300.0;1220;2.7
01/04/2003;SEK;Sweden;30.0;8;3.75
01/04/2003;CHF;Switzerland;6.3;1;6.3
01/04/2003;TWD;Taiwan;70.0;34;2.06
01/04/2003;THB;Thailand;59.0;42;1.4
01/04/2003;TRY;Turkey;3750000.0;1600500;2.34
01/04/2003;USD;United States;2.46;1;2.46
01/04/2003;VEF;Venezuela;3700.0;1598;2.32
01/05/2004;ARS;Argentina;4.36;2;2.18
01/05/2004;AUD;Australia;3.25;1;3.25
01/05/2004;BRL;Brazil;5.4;3;1.8
01/05/2004;GBP;Britain;1.88;1;1.88
01/05/2004;CAD;Canada;3.19;1;3.19
01/05/2004;CLP;Chile;1400.0;641;2.18
01/05/2004;CNY;China;10.4;8;1.3
01/05/2004;COP;Colombia;6500.0;2769;2.35
01/05/2004;CRC;Costa Rica;1130.0;433;2.61
01/05/2004;CZK;Czech Republic;56.42;26;2.17
01/05/2004;DKK;Denmark;27.75;6;4.62
01/05/2004;EGP;Egypt;10.0;6;1.67
01/05/2004;EUR;Euro area;2.74;1;2.74
01/05/2004;HKD;Hong Kong;12.0;7;1.71
01/05/2004;HUF;Hungary;530.0;211;2.51
01/05/2004;IDR;Indonesia;16100.0;9120;1.77
01/05/2004;JPY;Japan;262.0;113;2.32
01/05/2004;MYR;Malaysia;5.04;3;1.68
01/05/2004;MXN;Mexico;24.0;11;2.18
01/05/2004;NZD;New Zealand;4.35;1;4.35
01/05/2004;NOK;Norway;35.5;6;5.92
01/05/2004;PKR;Pakistan;110.0;57;1.93
01/05/2004;PEN;Peru;8.99;3;3.0
01/05/2004;PHP;Philippines;69.0;55;1.25
01/05/2004;PLN;Poland;6.3;3;2.1
01/05/2004;RUB;Russia;42.0;29;1.45
01/05/2004;SAR;Saudi Arabia;2.4;3;0.8
01/05/2004;SGD;Singapore;3.3;1;3.3
01/05/2004;ZAR;South Africa;12.4;6;2.07
01/05/2004;KRW;South Korea;3200.0;1177;2.72
01/05/2004;LKR;Sri Lanka;140.0;99;1.41
01/05/2004;SEK;Sweden;30.0;7;4.29
01/05/2004;CHF;Switzerland;6.3;1;6.3
01/05/2004;TWD;Taiwan;75.0;33;2.27
01/05/2004;THB;Thailand;59.0;40;1.48
01/05/2004;TRY;Turkey;3950000.0;1531000;2.58
01/05/2004;UAH;Ukraine;7.25;5;1.45
01/05/2004;USD;United States;2.47;1;2.47
01/05/2004;UYU;Uruguay;29.8;29;1.03
01/05/2004;VEF;Venezuela;4400.0;2977;1.48
01/06/2005;ARS;Argentina;4.75;2;2.38
01/06/2005;AUD;Australia;3.25;1;3.25
01/06/2005;BRL;Brazil;5.9;2;2.95
01/06/2005;GBP;Britain;1.88;1;1.88
01/06/2005;CAD;Canada;3.28;1;3.28
01/06/2005;CLP;Chile;1500.0;592;2.53
01/06/2005;CNY;China;10.5;8;1.31
01/06/2005;COP;Colombia;6500.0;2327;2.79
01/06/2005;CRC;Costa Rica;1130.0;475;2.38
01/06/2005;CZK;Czech Republic;56.42;24;2.35
01/06/2005;DKK;Denmark;27.75;6;4.62
01/06/2005;EGP;Egypt;9.0;5;1.8
01/06/2005;EUR;Euro area;2.92;1;2.92
01/06/2005;HKD;Hong Kong;12.0;7;1.71
01/06/2005;HUF;Hungary;530.0;203;2.61
01/06/2005;IDR;Indonesia;14600.0;9545;1.53
01/06/2005;JPY;Japan;250.0;106;2.36
01/06/2005;MYR;Malaysia;5.25;3;1.75
01/06/2005;MXN;Mexico;28.0;10;2.8
01/06/2005;NZD;New Zealand;4.45;1;4.45
01/06/2005;NOK;Norway;39.0;6;6.5
01/06/2005;PKR;Pakistan;130.0;59;2.2
01/06/2005;PEN;Peru;8.99;3;3.0
01/06/2005;PHP;Philippines;80.0;54;1.48
01/06/2005;PLN;Poland;6.5;3;2.17
01/06/2005;RUB;Russia;42.0;28;1.5
01/06/2005;SAR;Saudi Arabia;9.0;3;3.0
01/06/2005;SGD;Singapore;3.6;1;3.6
01/06/2005;ZAR;South Africa;13.95;6;2.32
01/06/2005;KRW;South Korea;2500.0;1005;2.49
01/06/2005;LKR;Sri Lanka;175.0;99;1.77
01/06/2005;SEK;Sweden;31.0;7;4.43
01/06/2005;CHF;Switzerland;6.3;1;6.3
01/06/2005;TWD;Taiwan;75.0;31;2.42
01/06/2005;THB;Thailand;60.0;40;1.5
01/06/2005;TRY;Turkey;4.0;1;4.0
01/06/2005;AED;UAE;9.0;3;3.0
01/06/2005;UAH;Ukraine;7.25;5;1.45
01/06/2005;USD;United States;2.58;1;2.58
01/06/2005;UYU;Uruguay;44.0;24;1.83
01/06/2005;VEF;Venezuela;5600.0;2629;2.13
01/01/2006;ARS;Argentina;4.75;3;1.58
01/01/2006;AUD;Australia;3.25;1;3.25
01/01/2006;BRL;Brazil;6.2;2;3.1
01/01/2006;GBP;Britain;1.88;1;1.88
01/01/2006;CAD;Canada;3.52;1;3.52
01/01/2006;CLP;Chile;1560.0;522;2.99
01/01/2006;CNY;China;10.5;8;1.31
01/01/2006;CZK;Czech Republic;62.0;23;2.7
01/01/2006;DKK;Denmark;27.75;6;4.62
01/01/2006;EGP;Egypt;9.25;5;1.85
01/01/2006;EUR;Euro area;2.91;1;2.91
01/01/2006;HKD;Hong Kong;12.0;7;1.71
01/01/2006;HUF;Hungary;560.0;206;2.72
01/01/2006;IDR;Indonesia;14600.0;9460;1.54
01/01/2006;JPY;Japan;250.0;114;2.19
01/01/2006;MYR;Malaysia;5.5;3;1.83
01/01/2006;MXN;Mexico;28.0;10;2.8
01/01/2006;NZD;New Zealand;4.45;1;4.45
01/01/2006;PEN;Peru;9.5;3;3.17
01/01/2006;PHP;Philippines;82.0;52;1.58
01/01/2006;PLN;Poland;6.5;3;2.17
01/01/2006;RUB;Russia;46.0;28;1.64
01/01/2006;SGD;Singapore;3.6;1;3.6
01/01/2006;ZAR;South Africa;13.95;6;2.32
01/01/2006;KRW;South Korea;2500.0;977;2.56
01/01/2006;SEK;Sweden;33.0;7;4.71
01/01/2006;CHF;Switzerland;6.3;1;6.3
01/01/2006;TWD;Taiwan;75.0;31;2.42
01/01/2006;THB;Thailand;60.0;39;1.54
01/01/2006;TRY;Turkey;4.1;1;4.1
01/01/2006;USD;United States;2.67;1;2.67
01/01/2006;VEF;Venezuela;5900.0;2615;2.26
01/05/2006;ARS;Argentina;7.0;3;2.33
01/05/2006;AUD;Australia;3.25;1;3.25
01/05/2006;BRL;Brazil;6.4;2;3.2
01/05/2006;GBP;Britain;1.94;1;1.94
01/05/2006;CAD;Canada;3.52;1;3.52
01/05/2006;CLP;Chile;1560.0;529;2.95
01/05/2006;CNY;China;10.5;8;1.31
